1577793624,96
1577331025,96
1577930423,90
1577792723,64
1577830526,98
1577882726,77
1577929526,87
1577330123,94
1577791823,90
1577329223,93
1577829623,79
1577928623,86
1577881825,78
1577790926,104
1577880923,102
1577328323,84
1577828724,80
1577790026,108
1577880023,75
1577327423,94
1577927726,128
1577827823,131
1577789126,112
1577879126,78
1577926824,88
1577826923,74
1577326523,96
1577788229,65
1577878226,77
1577925926,86
1577325626,95
1577826026,78
1577787326,65
1577877326,141
1577925023,86
1577876423,94
1577825123,73
1577924123,86
1577786426,65
1577324726,71
1577875526,85
1577824223,77
1577923223,88
1577781023,112
1577323826,95
1577874626,84
1577823323,79
1577922326,87
1577780123,105
1577322923,93
1577873724,78
1577822423,81
1577921426,90
1577779223,105
1577322023,93
1577872823,109
1577778323,97
1577821526,79
1577321123,87
1577871923,78
1577777423,98
1577320224,83
1577820623,79
1577871025,81
1577776523,87
1577319323,93
1577775623,81
1577318423,91
1577774723,80
1577317523,88
1577773823,82
1577316626,88
1577772923,71
1577315723,87
1577772024,79
1577314826,88
1577771123,71
1577313926,90
1577312126,91
1577353523,105
1577309426,88
1577350826,76
1577308526,91
1577345423,97
1577307625,91
1577344523,89
1577305823,124
1577343625,83
1577304923,88
1577342726,74
1577304026,93
1577303123,87
1577301323,128
1577299524,92
1577295923,90
1577294126,86
1577273423,87
1577272523,86
1577271623,110
1577270724,102
1577268026,106
1577267125,74
1577265323,103
1577264423,143
1577263525,102
1577262623,97
1577261726,110
1577259026,126
1577945706,60
1577944823,72
1577943926,87
1577943026,94
1577942124,71
1577941226,82
1577940326,108
1577939426,65
1577938526,129
1577937626,131
1577936725,83
1577935826,68
1577935826,68
1577808000,68
1577808000,65
1577808000,79
1577808000,90
1577808000,114
1577808000,68
1577808000,157
1577808000,95
1577808000,102
1577808000,82
1577808000,68
1577894399,93
1577894399,127
1577894399,97
1577894399,64
1577894399,75
1577894399,70
1577894399,81
1577894399,75
1577894399,74
1576832427,74
1576831524,82
1576830624,82
1576829724,67
1576828824,78
1576827926,81
1576827027,71
1576826124,74
1576825223,60
1576831526,85
1576830626,95
1576829726,97
1576828826,136
1576827924,89
1576827026,111
1576826126,66
1576825223,88
1576824326,66
1576830618,72
1576827926,90
1576828823,72
1576828819,74
1576827926,90
1576827923,87
1576824326,89
1576827923,73
1576827023,71
1576826126,70
1576820723,63
1576819823,107
1576818926,94
1576818026,73
1576817126,79
1576816223,82
1576815326,88
1576813524,71
1576812624,73
1576811725,91
1576810825,95
1576809923,80
1576809023,74
1576808123,74
1576807226,70
1576806326,78
1576805426,72
1576804526,67
1576803625,71
1576802723,74
1576801826,70
1576800930,74
1576800026,72
1576797325,76
1576796426,90
1576795526,92
1576794625,85
1576793723,82
1576792823,83
1576791926,119
1576791025,87
1576790126,81
1576789226,75
1576788326,87
1576787426,86
1576786523,82
1576785626,134
1576784726,86
1576783823,90
1576782926,65
1576782023,61
1576781126,83
1576780225,71
1576779326,63
1576778423,79
1576777523,104
1576776623,72
1576775726,88
1576774823,72
1576773923,72
1576773023,73
1576772123,65
1576771223,66
1576770323,67
1576769423,69
1576768523,67
1576767626,87
1576766723,70
1576765823,68
1576764026,90
1576763123,62
1576762226,68
1576761326,74
1576760423,85
1576759523,74
1576758624,64
1576757725,69
1576756823,68
1576755924,117
1576755026,101
1576754126,91
1576753227,80
1576752323,60
1576827023,72
1576827018,67
1576827023,89
1576827018,67
1576827005,71
1576826126,78
1576826123,64
1576825223,69
1576824323,64
1576826118,74
1576824323,74
1576825218,97
1576824323,85
1576823424,71
1576823418,68
1576822518,82
1576821618,63
1576820718,75
1576810818,65
1576809918,71
1576823425,96
1576823426,72
1576823425,73
1576822524,123
1576820726,79
1576822526,67
1576821623,97
1576820726,89
1576819826,66
1576818923,82
1576818023,97
1576817123,96
1576816223,102
1576815326,72
1576814423,68
1576813526,72
1576812605,69
1576822526,145
1576821626,78
1576820723,80
1576819826,129
1576818926,139
1576818026,138
1576817124,91
1576816226,132
1576815326,120
1576814425,99
1576813526,134
1576812626,127
1576811723,87
1576810826,87
1576809923,77
1576809026,140
1576808124,110
1576807227,91
1576822526,83
1576822518,63
1576821627,97
1576821627,97
1576821625,62
1576820726,63
1576819826,110
1576818926,114
1576818026,64
1576817126,148
1576816223,98
1576815326,100
1576814426,147
1576814426,147
1576820724,64
1576819826,74
1576818923,62
1576818023,67
1576817125,69
1576816224,67
1576815323,66
1576814423,74
1576814426,73
1576813526,140
1576813526,72
1576811725,72
1576812623,73
